QID,Term,Morph,npmi
7,air,aireness,0.100681900337829
7,air,airing's,0.121661656392684
7,air,airlying,0.0778155133933359
7,air,airrings,0.149004051328064
7,air,airness's,0.145458260855285
7,air,airlis,0.128369694398096
7,air,airing,0.23934339169454
7,air,airs's,0.126820797984759
7,air,aire's,0.0936688595118078
7,air,airely,0.0504570705235717
7,air,aireds,0.145458260855285
7,air,airful,0.0778155133933359
7,air,airred,0.119342451554621
7,travel,travele,0.148959841710845
7,travel,travels,0.24536175618512
7,travel,travell,0.103852321904016
7,travel,traveleating,0.0819741862530443
7,travel,travelabilities,0.12598950640992
7,travel,travelable,0.0900973520916851
7,travel,travelance,0.12598950640992
7,travel,travelator,0.0966078100483712
7,travel,traveleing,0.0605130793289793
7,travel,traveler's,0.229488096343929
7,travel,traveled's,0.12598950640992
7,travel,traveleers,0.130631510343027
7,travel,travelizer,0.0615123379226782
7,travel,travelings,0.120870433756256
7,travel,travelitis,0.12598950640992
7,travel,travellate,0.155334469394165
7,travel,travellous,0.102192901947319
7,travel,travellers,0.278662642049014
7,travel,travelling,0.242344523665874
7,travel,travelness,0.0819741862530443
7,travel,travelallied,0.0819741862530443
7,travel,travelations,0.12906071315247
7,travel,travelator's,0.0819741862530443
7,travel,travelate,0.0591077993085511
7,travel,travelals,0.0819741862530443
7,travel,traveleer,0.0572450094295907
7,travel,traveleds,0.12598950640992
7,travel,travelers,0.350387581405474
7,travel,travele's,0.12598950640992
7,travel,travelize,0.137148024383491
7,travel,travelism,0.125002248300075
7,travel,travelive,0.12598950640992
7,travel,travelity,0.0591077993085511
7,travel,traveling,0.27451566534853
7,travel,travell's,0.119248407577476
7,travel,travelled,0.145285760431624
7,travel,traveller,0.239275146911077
7,travel,travels's,0.120490552995297
7,travel,travellators,0.140141370896964
7,travel,travelators,0.108881732595361
7,travel,travelation,0.155872386275282
7,travel,travellers's,0.124183551940849
7,travel,travellering,0.12598950640992
7,travel,travelal,0.111765178595612
7,travel,travelic,0.0819741862530443
7,travel,traveler,0.301345034730299
7,travel,traveles,0.0138109176397949
7,travel,traveled,0.174616880354754
7,travel,travells,0.127234292600577
7,travel,travel's,0.209971166154846
7,travel,travelers's,0.115107910672663
7,travel,travelling's,0.126878288752697
7,travel,travelfully,0.12598950640992
7,travel,travelicity,0.0819741862530443
7,travel,traveling's,0.133085060431304
7,travel,travellator,0.0801180889196677
7,travel,travellated,0.0819741862530443
7,travel,traveller's,0.181368223630073
7,travel,travelled's,0.134672829102623
7,travel,travellings,0.0332040289094465
7,travel,travelation's,0.134672829102623
7,travel,travelability,0.0972479971969711
7,information,informalization,0.0309753930892553
7,information,informable,0.0576029655459849
7,information,informal's,0.0312832687790641
7,information,informally,0.0624663620175425
7,information,informants,0.0780548976657815
7,information,informancy,0.065350089015507
7,information,informance,0.00638929413600786
7,information,informanci,0.0190629535173647
7,information,informates,0.0605190092430671
7,information,informated,0.0658059628732062
7,information,informator,0.00599840033356951
7,information,informed's,0.0550194590388176
7,information,informedly,0.0544392908582222
7,information,informeing,-0.0200273931566579
7,information,informence,0.0367224047804663
7,information,informer's,0.0417942127904959
7,information,informerly,0.00119721106279897
7,information,informical,0.0619942621790937
7,information,informings,0.04664242091288
7,information,informitis,0.0540894025503552
7,information,informming,0.0605190092430671
7,information,informs,0.0793383531933235
7,information,informe,0.0125879263203908
7,information,informalized,0.0326096751875627
7,information,informalizer,0.00674222874303068
7,information,informalisms,0.0568628989746288
7,information,informalness,0.0427273794883214
7,information,informance's,0.0605190092430671
7,information,informalize,0.0326436001099509
7,information,informality,0.0393198627396364
7,information,informalism,0.0170848204871407
7,information,informallys,0.0605190092430671
7,information,informant's,0.0713240128653733
7,information,informances,0.045529183236308
7,information,informating,0.0555609643324036
7,information,informative,0.117328731781895
7,information,informateli,-0.0200273931566579
7,information,informate's,-0.00380343342712849
7,information,informators,0.0455337490534498
7,information,informations,0.00933551154103204
7,information,informatives,0.00768716827997551
7,information,informator's,0.0190629535173647
7,information,informingly,0.0643396883845015
7,information,informities,0.0198384452184266
7,information,informmed's,0.0619942621790937
7,information,informationalism,0.0656626619063962
7,information,informationality,0.0605190092430671
7,information,informationals,0.050829280668764
7,information,informations's,0.0619942621790937
7,information,informationing,0.0311778191104557
7,information,informativeness,0.0639251536669214
7,information,informationallied,0.0367224047804663
7,information,inform,0.122278639006855
7,information,informationed,0.0639584909732491
7,information,informational,0.188998566624451
7,information,information's,0.0693629255404424
7,information,informatively,0.0506047979817324
7,information,informative's,0.0630853571537787
7,information,informativity,0.0533647733404266
7,information,informativenesses,0.0367224047804663
7,information,informe's,0.067247159164345
7,information,informate,-0.00314202400063456
7,information,informant,0.0677220573098376
7,information,informals,0.0210906085409398
7,information,informeer,-0.0730777754535991
7,information,informeds,0.0190629535173647
7,information,informers,0.0249339755374784
7,information,informics,0.043452571307778
7,information,informing,0.101957916599712
7,information,informity,0.0492466930383401
7,information,informiti,0.0348064399764222
7,information,informous,0.0574437051322962
7,information,informmed,0.0706453478628696
7,information,informs's,0.0605190092430671
7,information,informization,0.0663784889010741
7,information,inform's,0.0657866822686517
7,information,informli,0.0190629535173647
7,information,informic,0.0254386149236555
7,information,informed,0.125797031981307
7,information,informer,0.0177223394702684
7,information,informes,0.0222704849986075
7,information,informal,0.0804248115963885
7,information,informability,0.0619942621790937
7,information,informeation,0.0631017018240565
7,information,informalative,0.0605190092430671
7,information,informalities,0.070270492399238
7,information,informality's,0.0190629535173647
7,information,informalizing,0.0639584909732491
7,information,informationally,0.0729666867798578
7,information,informationings,0.0605190092430671
8,appraisals,appraise,0.457398918564469
8,appraisals,appraisements,0.311772229676625
8,appraisals,appraiseer,0.300916373722466
8,appraisals,appraiseds,0.389190146672308
8,appraisals,appraisers,0.586025457344111
8,appraisals,appraiseal,0.324712978185067
8,appraisals,appraising,0.49934084116262
8,appraisals,appraision,0.334886222242751
8,appraisals,appraisive,0.332480662826991
8,appraisals,appraisability,0.264236091776518
8,appraisals,appraises,0.412179768314642
8,appraisals,appraiser,0.62967065398692
8,appraisals,appraised,0.495768021035487
8,appraisals,appraisal,0.599442866679187
8,appraisals,appraisals's,0.405694007728104
8,appraisals,appraisement,0.252147301510751
8,appraisals,appraisers's,0.334886222242751
8,appraisals,appraisingly,0.256840266325704
8,appraisals,appraisments,0.334886222242751
8,appraisals,appraisable,0.297229611582453
8,appraisals,appraisaled,0.238746187649167
8,appraisals,appraisal's,0.452090774683984
8,appraisals,appraiser's,0.562954553920418
8,appraisals,appraiseals,0.334886222242751
8,appraisals,appraisings,0.365393542209707
8,appraisals,appraisment,0.205030901387429
9,used,use,0.280477507563383
9,used,usee,0.0639094953886206
9,used,uses,0.32679063099105
9,used,usefuling,-0.0388554122628892
9,used,use's,0.0859219200318628
9,used,useed,0.0765482858305912
9,used,usees,0.0789805486853216
9,used,useds,0.10193503274783
9,used,useli,0.0120217841518448
9,used,usely,0.0763543232339119
9,used,using,0.323293498078321
9,used,usefuls,0.0186565590558256
9,used,useeful,0.0797429404328789
9,used,useeing,0.0703122453009973
9,used,useness,0.0782313625076996
9,used,using's,0.0892375815578538
9,used,usingly,0.100295557101687
9,used,usefulness's,0.034418235386202
9,used,usefulnesses,0.0870104151976679
9,used,usefulness,0.189672152683532
9,used,usedly,0.0989408600166417
9,used,usee's,0.0596149930770464
9,used,used's,0.118141032289677
9,used,useful,0.211402739253475
9,used,uselis,0.0844039215551616
9,used,useing,0.0973307796483396
9,used,uses's,0.0768436115855061
9,used,usings,0.0734834475498122
9,used,useelying,0.100295557101687
9,used,usefully,0.145145303980602
9,used,useful's,-0.107264369039871
9,car,cars,0.462198159940285
9,car,carrings,0.00341939208772331
9,car,carfuls,0.140630758955102
9,car,carlies,0.10463616749499
9,car,carli's,0.0638693665775253
9,car,carly's,0.111395608488707
9,car,carness,0.0574921755840012
9,car,carring,0.123311529595308
9,car,carreds,0.110196471633836
9,car,carnesses,0.110196471633836
9,car,car's,0.33480502768372
9,car,carly,0.0946428199421688
9,car,carli,0.0415426221338375
9,car,carlys,0.0742252366087937
9,car,carlis,0.0274721732104068
9,car,carred,0.100820307892945
9,car,cars's,0.172150070886519
9,car,carful,0.106386816101757
9,car,carfully,0.0728396267514601
9,car,carlis's,0.0585218441265589
9,parts,part,0.250638919486766
9,parts,partful,0.1210327751782
9,parts,parting,0.151374123046876
9,parts,partted,0.166637020762557
9,parts,parts's,0.197355515239628
9,parts,parte's,0.0819424285041773
9,parts,parteds,0.1210327751782
9,parts,partely,0.0931128031405435
9,parts,parteli,0.0504347873720366
9,parts,partli,0.0428520818301548
9,parts,partly,0.2415635800636
9,parts,partes,0.0929006198132214
9,parts,parted,0.150801019255296
9,parts,part's,0.207466688528289
9,parts,partingly,0.1210327751782
9,parts,parting's,0.128228632822595
9,parts,partlying,0.142840416299956
9,parts,parte,-0.0169802331879719
9,parts,partes's,0.1210327751782
9,parts,parted's,0.0590760415596842
9,parts,partedly,0.1210327751782
9,parts,parteing,0.1210327751782
9,parts,partings,0.122845392367673
9,parts,partlies,0.0819424285041773
9,parts,partness,0.154822581177556
9,parts,partting,0.1210327751782
10,cheap,cheapeness,0.161896455529893
10,cheap,cheapnesses,0.16848249465444
10,cheap,cheapings,0.161896455529893
10,cheap,cheapness,0.237827145388596
10,cheap,cheaping,0.155179491302337
10,cheap,cheapful,0.20916305867908
10,cheap,cheapely,0.16848249465444
10,cheap,cheape's,0.20916305867908
10,cheap,cheapes,0.238372717127651
10,cheap,cheaped,0.231358658038094
10,cheap,cheap's,0.245543563739577
10,cheap,cheaps,0.196595179028546
10,cheap,cheape,0.222044519011133
10,internet,internet's,0.17717461636311
10,internet,internetal,0.109056777211202
10,internet,internetes,0.0763443280159225
10,internet,interneter,0.0721373981709576
10,internet,interneted,0.110051280942602
10,internet,internetic,0.114308252211645
10,internet,internetly,0.062063334630791
10,internet,internetionally,0.0782285005496792
10,internet,internetational,0.121234344483855
10,internet,internetable,0.11743381533714
10,internet,internetably,0.121807673603574
10,internet,internetally,0.0951124601117189
10,internet,internetants,0.145951416377634
10,internet,internetedly,0.0950579564082732
10,internet,internetence,0.11890906457432
10,internet,internetical,0.109056777211202
10,internet,internetisms,0.0523041343989101
10,internet,internetitis,0.11890906457432
10,internet,internetizer,0.11890906457432
10,internet,internetized,0.0826744672266861
10,internet,internetness,0.110299910677137
10,internet,internetting,0.134202594341301
10,internet,internetization,0.132152815276344
10,internet,internetalization,0.0751705213434032
10,internet,internetability,0.0782285005496792
10,internet,internetals,0.11890906457432
10,internet,interneteer,0.0751705213434032
10,internet,interneters,0.105852066896073
10,internet,internetion,0.0360801746693807
10,internet,interneting,0.118192838294708
10,internet,internetism,0.123951480721771
10,internet,internetive,0.0801354522093364
10,internet,internetize,0.129440488754648
10,internet,internetics,0.0569198151865451
10,internet,internetous,0.11890906457432
10,internet,internets's,0.0628399176524779
10,internet,internetted,0.116403909788222
10,internet,internetically,0.11890906457432
10,internet,internetionals,0.0751705213434032
10,internet,internetalized,0.11890906457432
10,internet,internetivity's,0.104512139046715
10,internet,internets,0.138274190582444
10,internet,internete,0.0876298499095797
10,internet,internetables,0.0951124601117189
10,internet,internetating,0.11890906457432
10,internet,internetfully,0.11890906457432
10,internet,interneticals,0.121807673603574
10,internet,internetional,0.0739406108726201
10,internet,internetivity,0.0984225515986332
10,internet,internetizing,0.121807673603574
10,internet,interneteating,0.0751705213434032
10,internet,internettings,0.0751705213434032
11,gmat,gmats,0.510592185940857
11,gmat,gmat's,0.548774103976402
11,gmat,gmattingly,0.387242953967895
11,gmat,gmatting,0.443676779774517
11,prep,prepping,0.287148469576809
11,prep,prep's,0.41027476957798
11,prep,preps,0.327942490283588
11,prep,preps's,0.181508800173563
11,prep,prepped,0.28063027425851
11,classes,classfulness,0.174023386638607
11,classes,class's,0.277073199315937
11,classes,classed,0.156616321517959
11,classes,class,0.39202084139838
11,classes,classeds,0.187438845481778
11,classes,classe's,0.172199299308486
11,classes,classing,0.181083345315028
11,classes,classful,0.195470742923912
11,classes,classe,0.0979277540933678
11,classes,classfully,0.113869013243986
11,classes,classing's,0.199862396976961
11,classes,classes's,0.152443323208745
11,classes,classeing,0.199862396976961
11,classes,classfuls,0.199862396976961
11,classes,classings,0.174101281717259
11,classes,classness,0.131686443454959
12,djs,djs's,0.376121776815479
13,map,maps,0.223429226739066
13,map,mapness,0.0714886409265671
13,map,mapping,0.146852499753941
13,map,map's,0.157699159875708
13,map,mapping's,0.0712323386770714
13,map,mappings,0.0679564081822157
13,map,mapped,0.113007010524892
13,map,maps's,0.0795157404125027
14,dinosaurs,dinosaure,0.248982683711575
14,dinosaurs,dinosaural's,0.294764521228314
14,dinosaurs,dinosaurical,0.294764521228314
14,dinosaurs,dinosaurisms,0.347436272230975
14,dinosaurs,dinosaur,0.600937528562033
14,dinosaurs,dinosaurication,0.294764521228314
14,dinosaurs,dinosauric,0.399320683467948
14,dinosaurs,dinosaurly,0.347436272230975
14,dinosaurs,dinosaur's,0.451913460827967
14,dinosaurs,dinosaural,0.224114390762081
14,dinosaurs,dinosaured,0.252978927706298
14,dinosaurs,dinosaures,0.341846513623262
14,dinosaurs,dinosaurer,0.289142282176147
14,dinosaurs,dinosaurers,0.27189813428382
14,dinosaurs,dinosaurism,0.27189813428382
14,dinosaurs,dinosaurity,0.27189813428382
14,dinosaurs,dinosauring,0.237580861382454
14,dinosaurs,dinosaurous,0.255674174554291
14,dinosaurs,dinosaurs's,0.370682797917441
15,espn,espn's,0.5571422620139
15,espn,espned,0.241842457116048
15,espn,espnes,0.202752110442026
15,espn,espns,0.432152256340487
15,espn,espne,0.251680744676634
15,espn,espning,0.333041872725915
15,sports,sporting's,0.118332473227853
15,sports,sportingly,0.0585752774670309
15,sports,sportely,0.062187112499137
15,sports,sportful,0.133320640824362
15,sports,sporting,0.284578047349282
15,sports,sports's,0.169233309767674
15,sports,sportfulnesses,0.109866932100825
15,sports,sportings,0.116275964131168
15,sports,sportness,0.0647169193106657
15,sports,sportting,0.116700416987715
15,sports,sport,0.290271564452066
15,sports,sport's,0.215436042104976
15,sports,sportly,0.0710345564564339
15,sports,sportli,0.0906711902231603
15,sports,sported,0.0955013512834859
15,sports,sportes,0.108534092444746
15,sports,sporte,0.122128137945582
15,sports,sportfulness,0.149532023790736
15,sports,sportfully,0.143209506379649
16,arizona,arizonas,0.278204448023462
16,arizona,arizonae,0.239194325500032
16,arizona,arizonaness,0.218184598218842
16,arizona,arizonaal,0.218184598218842
16,arizona,arizonaes,0.206207681285504
16,arizona,arizona's,0.425735229019077
16,arizona,arizonaize,0.227436857877282
16,arizona,arizonaeer,0.218184598218842
16,arizona,arizonaallied,0.223503215842362
16,game,gameness's,0.144560737584643
16,game,games's,0.201538018347795
16,game,gameful,0.14118721951754
16,game,gameing,0.183487706230006
16,game,gamedly,0.144560737584643
16,game,gamings,0.172062389159982
16,game,gaming,0.364197061840527
16,game,gameds,0.177096436861989
16,game,gameed,0.12154451749936
16,game,gamees,0.195068105011815
16,game,gameli,0.0877046257837908
16,game,gamely,0.125685680862674
16,game,game's,0.37385445542272
16,game,games,0.477289729217767
16,game,gamee,0.203351677757188
16,game,gamed,0.182202867085044
16,game,gamefulness,0.103880173560003
16,game,gameings,0.120764133122042
16,game,gameness,0.1041406491339
16,game,gaming's,0.226978949099589
16,game,gamefully,0.0891888187803824
16,and,ande,-0.0051217873521299
16,and,ands,0.00951396672338127
16,and,and's,0.00918654534173483
16,and,andli,-0.00661742252138484
16,and,andly,0.0079592134719376
16,and,anded,0.00973701810451341
16,and,andeness,0.00691248818168224
16,and,andeli's,0.00674799443457034
16,and,andelied,0.00691248818168224
16,and,andfully,0.0074518791508814
16,and,anding's,0.00734564434470431
16,and,andingly,0.00734564434470431
16,and,andlying,0.00713150374616293
16,and,andeli,0.000493405021751795
16,and,andely,-0.000522369370824925
16,and,andeds,0.00703414752324862
16,and,ande's,0.000903593864183163
16,and,andded,0.00734564434470431
16,and,anding,0.00791951794593756
16,and,andful,0.00430663391571841
16,and,andding,0.0074518791508814
16,and,andfuls,0.00713150374616293
16,and,andelys,-0.00682966086190919
16,and,andelis,0.00728350871433493
16,and,andes's,0.00182380053559997
16,and,andeing,0.00691248818168224
16,and,andings,0.00838849884148954
16,and,andlies,0.00758078464646153
16,and,andness,0.00728350871433493
16,fish,fishes's,0.159698852827159
16,fish,fisheing,0.190937278284214
16,fish,fishelis,0.0636456751588515
16,fish,fishings,0.212955775604969
