QID,Term,Morph,npmi
2,cad,cadors,0.0554315055860887
2,cad,cadability,0.2259878757039073
2,cad,cadabilities,0.2486633215411751
2,cad,cadliness,0.2993424394846304
3,fifa,fifas,0.4017452482042102
4,nike,nikely,0.2583709135062932
4,nike,niking,0.0576909008002392
4,nike,nikes,0.4478905897599765
4,nike,niked,0.2411684385230141
4,nike,nikeness,0.2635107328929919
5,vmware,vmwares,0.4260119333752542
5,vmware,vmwared,0.3092340922659081
5,virtual,virtualization,0.4063819719010362
5,virtual,virtualitys,0.1825571266794563
5,virtual,virtualizes,0.250247155291958
5,virtual,virtualizer,0.2193202827864245
5,virtual,virtualized,0.3930382016979181
5,virtual,virtuallize,0.2113158171938978
5,virtual,virtualness,0.2188686016400743
5,virtual,virtuallization,0.1889138610269326
5,virtual,virtualizations,0.2275910760111542
5,virtual,virtuales,0.2418442535485747
5,virtual,virtualer,0.1592487457546185
5,virtual,virtualed,0.2226297281342839
5,virtual,virtualal,0.2338938741955405
5,virtual,virtualled,0.1592487457546185
5,virtual,virtualler,0.2062988215423725
5,virtual,virtualics,0.2062988215423725
5,virtual,virtualism,0.1363913092357859
5,virtual,virtualive,0.214191951610903
5,virtual,virtuality,0.2643734279133775
5,virtual,virtualing,0.1592487457546185
5,virtual,virtualize,0.3437393003547484
5,virtual,virtualality,0.2113158171938978
5,virtual,virtualicity,0.1592487457546185
5,virtual,virtualities,0.2322578707632507
5,virtual,virtualizing,0.3582879023582624
5,virtual,virtualizers,0.2374614491528899
5,virtual,virtuals,0.2619910354857022
5,machine,machinabilities,0.1853297164960534
5,machine,machinization,0.2141558338186043
5,machine,machinizations,0.1619131944053042
5,machine,machinics,0.1278980204710175
5,machine,machining,0.3599019779628273
5,machine,machinize,0.1684847159149936
5,machine,machinees,0.3156371586320703
5,machine,machineer,0.2521508256226117
5,machine,machineed,0.1969011784754218
5,machine,machineds,0.2865536268240843
5,machine,machiners,0.2920718190413567
5,machine,machineor,0.2030837031664355
5,machine,machinely,0.1853297164960534
5,machine,machinables,0.0322127752662481
5,machine,machinality,0.2141558338186043
5,machine,machinative,0.2090714113589696
5,machine,machineable,0.187796607589866
5,machine,machineisms,0.1619131944053042
5,machine,machinement,0.1619131944053042
5,machine,machinable,0.2234339410343334
5,machine,machinally,0.0772781653823427
5,machine,machineing,0.1967040018283004
5,machine,machineeer,0.1619131944053042
5,machine,machineers,0.2090714113589696
5,machine,machinical,0.1915629025413115
5,machine,machinings,0.1959124549132062
5,machine,machinizes,0.2090714113589696
5,machine,machinized,0.1553274523105243
5,machine,machinically,0.1918436414532599
5,machine,machined,0.2585787483607804
5,machine,machinal,0.126140623339812
5,machine,machinic,0.2294546825592343
5,machine,machines,0.4598859140834344
5,machine,machiner,0.275925134374572
5,machine,machinitions,0.1619131944053042
5,machine,machinability,0.215827360666607
5,machine,machineabilities,0.2090714113589696
5,machine,machinibility,0.2090714113589696
5,machine,machineability,0.1648103425948169
6,calendar,calendarally,0.0825676205191715
6,calendar,calendarized,0.0712680238383414
6,calendar,calendarizer,0.1053833022560849
6,calendar,calendarical,0.0447583658863508
6,calendar,calendarness,0.1502471576936092
6,calendar,calendarallied,0.1502471576936092
6,calendar,calendarizers,0.0825676205191715
6,calendar,calendarizing,0.1223966768345436
6,calendar,calendaricities,0.1053833022560849
6,calendar,calendars,0.2922417739935468
6,calendar,calendarial,0.0907898894517048
6,calendar,calendarics,0.1053833022560849
6,calendar,calendaring,0.1859900820455938
6,calendar,calendarism,0.1509300728554729
6,calendar,calendarity,0.1053833022560849
6,calendar,calendarize,0.069971030826894
6,calendar,calendarred,0.126505462830693
6,calendar,calendaror,0.1502471576936092
6,calendar,calendarly,0.1096604622496331
6,calendar,calendaric,-0.0304981283302874
6,calendar,calendared,0.1274424879230643
6,calendar,calendarer,0.1053833022560849
6,calendar,calendarically,0.1053833022560849
6,calendar,calendarization,0.0615078950067365
7,samsung,samsungs,0.420461267848041
7,official,officiality,0.1328623561820541
7,official,officialism,0.1140495746933442
7,official,officialing,0.0607916111061442
7,official,officialize,0.1014195035797914
7,official,officialled,0.1341461748868672
7,official,officialal,0.1403363016668896
7,official,officialed,0.1341461748868672
7,official,officiales,0.1237086412360853
7,official,officialer,0.0509066512486148
7,official,officialor,0.1459972682076609
7,official,officialization,0.1160617982107918
7,official,officialally,0.0899103167977495
7,official,officialized,0.1128588513944423
7,official,officializes,0.0556916537783571
7,official,officialling,0.1341461748868672
7,official,officialness,0.0325505759022176
7,official,officials,0.1682770267542996
7,official,officialities,0.1056669800894973
7,official,officializing,0.142572204263909
7,official,officiallized,0.1262023121524724
7,site,siteation,0.0519686885194398
7,site,sites,0.2044091403164105
7,site,siter,0.0098712614887687
7,site,sitic,0.0232646817297121
7,site,sited,0.0465321081550449
7,site,sitation,0.0713340468239491
7,site,siteable,0.0269931689112692
7,site,siteings,0.0433252304835544
7,site,sitement,-0.0130633291701918
7,site,siteness,0.0392623971892532
7,site,sition,0.0055262780743743
7,site,siting,0.0550010984925655
7,site,sitees,0.0625569007506769
7,site,siteds,0.0602958414143275
7,site,siteic,0.0097523525667215
7,site,sitely,0.0355636916238852
7,site,siters,0.0105336188978829
7,site,siteal,0.0598569756026798
7,site,sitations,0.0425863918672414
7,site,sitance,-0.0613573528231035
7,site,siteing,0.0324951069524409
7,site,sitions,0.0094327726940246
7,site,sitings,0.0218911962464276
8,world,worlders,0.1256279326059175
8,world,worlding,0.1194125831874438
8,world,worldism,0.1107753934181061
8,world,worldity,0.0950298992375878
8,world,worldive,0.0523197192814223
8,world,worldance,0.0431497053928261
8,world,worldings,0.108204942361005
8,world,worldisms,0.099050011904477
8,world,worldized,0.099050011904477
8,world,worldness,0.0897227285315131
8,world,worlds,0.2148542840274239
8,world,worldization,0.108204942361005
8,world,worlderness,0.0950298992375878
8,world,worldes,0.0716673125731631
8,world,worlder,0.1161656563564579
8,world,worlded,0.0823975423275335
8,world,worldal,0.0891366217154344
8,world,worldor,0.0892049717353579
8,world,worldation,0.0973409380873271
8,world,worldizing,0.0973409380873271
8,table,tableor,0.1911290753879531
8,table,tablers,0.1904467334366825
8,table,tablees,0.208603693361332
8,table,tableed,0.1833717778146935
8,table,tableds,0.2047526505179589
8,table,tablize,0.1863320448485623
8,table,tabling,0.2128841401718587
8,table,tablity,0.1372159407725243
8,table,tablies,0.1734681809874884
8,table,tably,0.126343429763207
8,table,tableable,0.1427850823707174
8,table,tableized,0.1427850823707174
8,table,tableizer,0.1395471335643694
8,table,tablement,0.1705765537228903
8,table,tableness,0.1947810778233455
8,table,tability,0.1182282000750693
8,table,tableize,0.1922070072241668
8,table,tableity,0.1372159407725243
8,table,tableism,0.1427850823707174
8,table,tableing,0.1587709942118494
8,table,tablings,0.0929030157924851
8,table,tablized,0.1833717778146935
8,table,tablizer,0.1049736349190461
8,table,tablys,0.211214651843847
8,table,tablor,0.1028217544595125
8,table,tables,0.4455254328120083
8,table,tabler,0.1186414976637056
8,table,tabled,0.1919429928934304
8,table,tablic,0.0176285392518549
8,table,tableization,0.1372159407725243
8,tennis,tennisability,0.2571465896753104
8,tennis,tennisser,0.2651789512806324
8,tennis,tennising,0.2165598942313343
8,tennis,tennissers,0.2717253885222014
8,tennis,tennissing,0.2571465896753104
8,tennis,tennisallied,0.1852975828084659
8,tennis,tennises,0.2334048948123941
8,tennis,tennisal,0.2571465896753104
8,championships,championshipper,0.2772087894246154
8,championships,championshipped,0.2772087894246154
8,championships,championshipor,0.2772087894246154
8,championships,championship,0.5769166151343126
8,championships,championshipping,0.2772087894246154
9,letter,letterability,0.1608442087398035
9,letter,letterally,0.1543063461118004
9,letter,letterisms,0.1608442087398035
9,letter,letterness,0.1608442087398035
9,letter,letterring,0.219749174068035
9,letter,letterrer,0.1092841674468121
9,letter,letterred,0.0513470762821518
9,letter,letterror,0.1145422673297402
9,letter,letterals,0.1920104123635862
9,letter,letterers,0.1427768966805893
9,letter,letterism,0.1800648018943089
9,letter,letterize,0.1249606956237702
9,letter,letteration,0.1842173442349131
9,letter,letterizing,0.2079590390978293
9,letter,letterly,0.0993396650898137
9,letter,letteror,0.1906682037963914
9,letter,letteral,0.1721839986582184
9,letter,letterer,0.0824232555502165
9,letter,letteres,0.1042636524206873
9,format,formattables,0.2103762832071163
9,format,formaters,0.1216946412237179
9,format,formateer,0.1625794676121328
9,format,formattor,0.2097647263935264
9,format,formatter,0.2367162039410887
9,format,formatted,0.3238444710786091
9,format,formatize,0.1860230315306102
9,format,formating,0.2459794104245368
9,format,formatics,0.236572602777719
9,format,formators,0.0589886994791586
9,format,formatable,0.1756186027799527
9,format,formatings,0.1844844731840424
9,format,formatting,0.3380205006063139
9,format,formatters,0.2746126542539628
9,format,formatation,0.2024571662224524
9,format,formatically,0.1454363360866341
9,format,formatization,0.1625794676121328
9,format,formatizing,0.1625794676121328
9,format,formats,0.4497267833964923
9,format,formattable,0.2627866572655012
9,format,formattings,0.2131951355433985
9,format,formator,0.0963016051016548
9,format,formated,0.246754690333193
9,format,formates,0.202321656305609
9,format,formater,0.2101234535031635
9,format,formatic,0.0976419708503876
9,format,formatly,0.1155253379635214
10,jurassic,jurassical,0.3119195303241136
10,jurassic,jurassics,0.4092987920696229
10,jurassic,jurassically,0.3509231958732482
10,jurassic,jurassicness,0.3509231958732482
10,world,worlders,0.1256279326059175
10,world,worlding,0.1194125831874438
10,world,worldism,0.1107753934181061
10,world,worldity,0.0950298992375878
10,world,worldive,0.0523197192814223
10,world,worldance,0.0431497053928261
10,world,worldings,0.108204942361005
10,world,worldisms,0.099050011904477
10,world,worldized,0.099050011904477
10,world,worldness,0.0897227285315131
10,world,worlds,0.2148542840274239
10,world,worldization,0.108204942361005
10,world,worlderness,0.0950298992375878
10,world,worldes,0.0716673125731631
10,world,worlder,0.1161656563564579
10,world,worlded,0.0823975423275335
10,world,worldal,0.0891366217154344
10,world,worldor,0.0892049717353579
10,world,worldation,0.0973409380873271
10,world,worldizing,0.0973409380873271
11,credit,crediteer,0.1836824599419648
11,credit,crediters,0.2059578551043019
11,credit,creditals,0.0906930720783359
11,credit,creditial,0.1587914403078603
11,credit,credition,-0.0112724566991987
11,credit,crediting,0.3151380592141191
11,credit,creditism,0.1836824599419648
11,credit,creditive,0.171866462966288
11,credit,creditted,0.1491825257990479
11,credit,credittor,0.1948557561644286
11,credit,credital,0.2336231346441089
11,credit,crediter,0.1283857886836172
11,credit,credites,0.0522260598184501
11,credit,credited,0.2344830702830453
11,credit,creditly,0.171866462966288
11,credit,creditative,0.1261593753765035
11,credit,creditation,0.0990831879657347
11,credit,creditations,0.0809109840020466
11,credit,creditibility,0.0561328421869406
11,credit,creditibilities,0.1261593753765035
11,credit,credits,0.226139822863574
11,credit,crediteers,0.171866462966288
11,credit,creditions,0.1033436936395901
11,credit,creditible,0.1543909881173867
11,credit,creditials,0.0733393530453023
11,credit,creditting,0.1520856206730002
11,credit,credittors,0.205176150735338
11,card,cardeds,0.126927494980036
11,card,cardeer,0.1939197340367714
11,card,carders,0.1249890209286955
11,card,cardial,0.1189348331639285
11,card,cardism,0.1726657580062337
11,card,cardive,0.1616360992183615
11,card,carding,0.1462777086912223
11,card,cardion,-0.0392839330264371
11,card,cardize,0.0753674536870447
11,card,cardabilities,0.1879198493969363
11,card,cardic,0.139238855312745
11,card,cardor,0.1423373531028119
11,card,cardly,0.0920692457069548
11,card,cardal,0.0336235283981898
11,card,carder,0.1134354250565973
11,card,cardes,0.1888230155832453
11,card,carded,0.2238206384626148
11,card,cardation,0.126927494980036
11,card,cardially,0.174889975112182
11,card,cardicism,0.126927494980036
11,card,cardicals,0.0309933464987482
11,card,cardations,0.1489240631433175
11,card,cardally,0.1726657580062337
11,card,cardable,0.159246268747336
11,card,cardeers,0.1663514146679849
11,card,cardings,0.0784263695762288
11,card,cardical,0.1190130650202048
11,card,cardials,0.1998176201948589
11,card,cardizer,0.126927494980036
11,card,cardness,0.1458160826050099
11,card,cardment,0.126927494980036
11,application,applicationation,0.1715380699456493
11,application,applicationor,0.1736847573318176
11,application,applicationes,0.1501941661082222
11,application,applicationer,0.1258437908874105
11,application,applicationed,0.1450713106124611
11,application,applicational,0.1668281731733406
11,application,applicatively,0.1517766463532666
11,application,applicativity,0.1258437908874105
11,application,applicationing,0.1653283777791735
11,application,applicationally,0.165176021273679
11,application,applicationable,0.1030281091504971
11,application,applicationlied,0.1258437908874105
11,application,applicatives,0.1588239056523591
11,application,applications,0.4593119987399698
11,application,applicative,0.1576125788863869
12,child,childers,0.141528934319295
12,child,childism,0.1006772892731684
12,child,childing,0.1332483076309295
12,child,childal,0.1761919753390778
12,child,childes,0.1455393698821641
12,child,childer,0.1053628495747724
12,child,childed,0.1791123600772881
12,child,childor,0.1804768004655667
12,child,childly,0.0437111102430454
12,child,childs,0.2172445122346999
12,child,childization,0.1761919753390778
12,child,childerness,0.1356052798951018
12,child,childable,0.107500495174463
12,child,childized,0.1761919753390778
12,child,childings,-0.0869286083929356
12,child,childlies,0.1761919753390778
12,child,childness,0.1383351103776624
12,child,childliness,0.107500495174463
12,stick,stickabilities,0.2017256433188241
12,stick,stickable,0.2308836857989549
12,stick,stickeers,0.0932188924113234
12,stick,stickings,0.154135893585264
12,stick,stickkers,0.0932188924113234
12,stick,stickking,0.1260328048997617
12,stick,sticklies,0.2471909590562317
12,stick,stickness,0.0500592771301795
12,stick,stickor,0.2020840828941337
12,stick,stickly,0.3205525421831283
12,stick,stickes,0.1785569424335234
12,stick,sticked,0.2025380719418987
12,stick,stickables,0.1595422744641633
12,stick,stickability,0.1919936572893783
12,stick,stickors,0.2471909590562317
12,stick,stickeer,0.1757302582763845
12,stick,stickeds,0.0932188924113234
12,stick,stickals,0.2471909590562317
12,stick,sticklys,0.2471909590562317
12,stick,stickker,0.104732580857094
12,stick,stickity,0.2234492641933155
12,stick,sticking,0.3393113839848016
12,stick,stickism,0.2234492641933155
12,figures,figuresability,0.1516859627231934
12,figures,figuresed,0.1516859627231934
12,figures,figuresize,0.2032547012355291
13,periodic,periodication,0.2746804342630999
13,periodic,periodicially,0.3032308262678658
13,periodic,periodicities,0.3689660579358241
13,periodic,periodics,0.355187527522435
13,periodic,periodicials,0.2356767687139653
13,periodic,periodicized,0.2974961160000133
13,periodic,periodiccal,0.3264155008369316
13,periodic,periodicial,0.2746804342630999
13,periodic,periodicity,0.4228393464877858
13,periodic,periodicize,0.2974961160000133
13,periodic,periodicically,0.2974961160000133
13,periodic,periodicor,0.2974961160000133
13,periodic,periodicly,0.1860756136830006
13,periodic,periodications,0.2746804342630999
13,table,tableor,0.1911290753879531
13,table,tablers,0.1904467334366825
13,table,tablees,0.208603693361332
13,table,tableed,0.1833717778146935
13,table,tableds,0.2047526505179589
13,table,tablize,0.1863320448485623
13,table,tabling,0.2128841401718587
13,table,tablity,0.1372159407725243
13,table,tablies,0.1734681809874884
13,table,tably,0.126343429763207
13,table,tableable,0.1427850823707174
13,table,tableized,0.1427850823707174
13,table,tableizer,0.1395471335643694
13,table,tablement,0.1705765537228903
13,table,tableness,0.1947810778233455
13,table,tability,0.1182282000750693
13,table,tableize,0.1922070072241668
13,table,tableity,0.1372159407725243
13,table,tableism,0.1427850823707174
13,table,tableing,0.1587709942118494
13,table,tablings,0.0929030157924851
13,table,tablized,0.1833717778146935
13,table,tablizer,0.1049736349190461
13,table,tablys,0.211214651843847
13,table,tablor,0.1028217544595125
13,table,tables,0.4455254328120083
13,table,tabler,0.1186414976637056
13,table,tabled,0.1919429928934304
13,table,tablic,0.0176285392518549
13,table,tableization,0.1372159407725243
14,equation,equationing,0.2638227173774348
14,equation,equationism,0.2991640278184083
14,equation,equational,0.3244629537954248
14,equation,equationed,0.2763483460814948
14,equation,equationes,0.2982401095612144
14,equation,equations,0.5749374025525206
14,equation,equationally,0.2556476322078903
14,edior,ediors,0.6833216445921859
15,agricultural,agricultured,0.1499079544142852
15,agricultural,agricultures,0.3556634147815943
15,agricultural,agriculturer,0.2830865191570803
15,agricultural,agriculturals,0.2439002826347086
15,agricultural,agricultureal,0.298308066339788
15,agricultural,agriculturely,0.2424484192233137
15,agricultural,agricultureor,0.2928752948191799
15,agricultural,agriculturers,0.2034447536741791
15,agricultural,agriculturing,0.2491783420651307
15,agricultural,agriculturization,0.3052649920825417
15,agricultural,agriculture,0.5545307956783676
15,agricultural,agriculturally,0.3950127238563222
15,machinery,machineryal,0.3023474850201071
15,machinery,machineries,0.4116576637659768
15,machinery,machinerier,0.3023474850201071
15,machinery,machinerys,0.3287162290860732
16,migrate,migrator,0.3772683806862249
16,migrate,migrated,0.4760331764706615
16,migrate,migrater,0.2860154318863558
16,migrate,migrates,0.4435925336863858
16,migrate,migratations,0.3903093297874895
16,migrate,migrators,0.3622483424652497
16,migrate,migraters,0.2655887027700997
16,migrate,migrateor,0.3360821696786167
16,migrate,migrateed,0.3132664879417033
16,migrate,migrative,0.3409729085128876
16,migrate,migrating,0.5353467728894549
16,migrate,migratation,0.3851760894856951
16,migrate,migrateable,0.3665676349245734
16,migrate,migratition,0.3360821696786167
16,migrate,migratable,0.3099134603523086
16,migrate,migrateing,0.2970785041294821
16,migrate,migratings,0.3903093297874895
16,migrate,migrability,0.3903093297874895
16,migrate,migratability,0.3825466346777851
16,abroad,abroaders,0.2844367903395437
16,abroad,abroadly,0.2323258334837302
16,abroad,abroader,0.2598139834514985
16,abroad,abroadness,0.0480655385110194
16,abroad,abroads,0.2412592718105881
17,gif,gifs,0.4475489336612769
17,gif,gifness,0.2449708024218901
17,gif,gifly,0.0656427560943587
17,gif,gifity,0.1908232017628947
17,collection,collectioned,0.090388268010821
17,collection,collectiones,0.1234831003588717
17,collection,collectioner,0.1029805951001615
17,collection,collectional,0.1495124407578992
17,collection,collectionor,0.13804210429171
17,collection,collectionly,0.1617837991546262
17,collection,collectionic,0.0806104082666741
17,collection,collections,0.359888301443679
17,collection,collectioners,0.1502373820291444
17,collection,collectionism,0.0935060988543594
17,collection,collectioning,0.0674240603124861
17,collection,collectionion,0.1686278461913689
17,collection,collectionics,0.1164699724119961
17,collection,collectionnor,0.0936542906750828
17,collection,collectionner,0.0996537942090767
17,collection,collectionnal,0.1617837991546262
17,collection,collectionable,0.0777699602789779
17,collection,collectioneers,0.1617837991546262
17,collection,collectionical,0.0649099311190048
17,collection,collectionners,0.1657182308240737
17,collection,collectionnors,0.1164699724119961
17,collection,collectionning,0.1164699724119961
17,collection,collectionables,0.0649099311190048
18,astrological,astrologier,0.3867611981994996
18,astrological,astrologies,0.4605929793223694
18,astrological,astrologics,0.2697502015520957
18,astrological,astrologically,0.6224843599353332
18,astrological,astrologic,0.3851085478785746
18,astrological,astrologys,0.4538197014796558
18,astrological,astrologicals,0.3867611981994996
18,astrological,astrologicality,0.3639455164625862
18,astrological,astrology,0.6264372897362805
18,sign,signities,0.069797828831697
18,sign,signments,0.0403797840244671
18,sign,signnally,0.069797828831697
18,sign,signnings,0.1159707291619078
18,sign,signs,0.1543674107683079
18,sign,signes,0.0224791641241607
18,sign,signed,0.257339855706599
18,sign,signabilities,0.1132173874971159
18,sign,signable,0.0862003535128163
18,sign,signials,0.069797828831697
18,sign,signings,0.1129821228999517
18,sign,signizer,0.0307941632825623
18,sign,signment,0.0458842722015546
18,sign,signness,0.1113544676828005
18,sign,signning,0.0673633358922697
18,sign,signability,0.1346365369857483
18,sign,signeer,-0.000723871727583199
18,sign,signeds,0.1277763903079955
18,sign,signeor,0.0469821470947836
18,sign,signnal,0.1132173874971159
18,sign,signner,0.069797828831697
18,sign,signned,0.1157586793687794
18,sign,signion,0.068514786546245
18,sign,signing,0.2287828279739584
18,sign,signity,0.0319884823903964
18,sign,signial,-0.0363123752286146
18,sign,signations,0.0469821470947836
18,sign,signables,0.037338443690593
18,sign,signation,0.0061385872437654
19,house,houseed,0.1365089063939721
19,house,houseds,0.1442482113936599
19,house,housees,0.1388940878393349
19,house,houseal,0.128135358796962
19,house,houseor,0.1535916643326457
19,house,housers,0.0982380745318386
19,house,housely,0.1337374687900966
19,house,housity,0.1365089063939721
19,house,housion,0.1365089063939721
19,house,housable,0.1365089063939721
19,house,houseing,0.1373963974254182
19,house,housives,0.0693652113784554
19,house,houseables,0.0921808931153688
19,house,housed,0.1783705393530003
19,house,houses,0.3231456567321233
19,house,houser,0.1290430815846411
19,house,housal,0.1127672115310559
19,house,houseable,0.1388773680382002
19,house,houseives,0.0921808931153688
19,house,houseisms,0.1227295883823324
19,house,houseings,0.0890092683656745
19,house,houselies,0.1365089063939721
19,house,houseness,0.133690004052069
19,of,ofly,0.0141188352622848
19,of,oflies,-0.0100989621179341
19,of,ofness,0.0128048502295481
19,of,ofities,0.0115266674921468
19,of,ofism,0.0115266674921468
19,of,ofity,0.0115266674921468
19,flying,flyinging,0.1800486417963724
19,flying,flyingly,0.1638606579841512
19,flying,flyinger,0.2028643235332858
19,flying,flyingal,0.2028643235332858
19,flying,flyingisms,0.2516846114929557
19,flying,flyingness,0.2578053473845886
19,flying,flyingability,0.1800486417963724
19,flying,flyings,0.2014510844529713
19,daggers,daggerability,0.427615782095138
19,daggers,daggerings,0.371933533597633
19,daggers,daggering,0.1551067441335418
19,daggers,dagger,0.4632218856877557
19,daggers,daggerer,0.371933533597633
19,daggers,daggered,0.2492533760992513
19,daggers,daggeral,0.371933533597633
20,donald,donaldness,0.3056881032742032
20,donald,donalds,0.2123953740810781
20,donald,donaldism,0.3009448465731916
20,donald,donalding,0.2984305496030435
20,duck,duckable,0.2508311239630799
20,duck,duckible,0.3015982258432158
20,duck,duckisms,0.2280154422261665
20,duck,duckings,0.2437522587555449
20,duck,duckking,0.2896108795456822
20,duck,duckness,0.272785884256586
20,duck,ducked,0.2493982917601113
20,duck,duckes,0.1978151073257383
20,duck,ducker,0.2034633480061314
20,duck,duckor,0.1097075582705144
20,duck,duckly,0.247307218285994
20,duck,duckliness,0.2508311239630799
20,duck,duckism,0.3007381979497184
20,duck,duckity,0.1992710826700885
20,duck,duckion,0.1803376570545629
20,duck,ducking,0.2811967529140028
20,duck,duckers,0.1930902771267315
21,convict,convictability,0.451758226057589
21,convict,convictor,0.1919465569834283
21,convict,convicter,0.481924553647403
21,convict,convictes,0.4953870014689779
21,convict,convicted,0.4965195559438727
21,convict,convictiveness,0.3951343337502337
21,convict,convictively,0.451758226057589
21,convict,convictable,0.4044193051886857
21,convict,convictived,0.3951343337502337
21,convict,convictible,0.3951343337502337
21,convict,convicts,0.5790133947531275
21,convict,convictted,0.4825021111829776
21,convict,convictors,0.3636881408877805
21,convict,convictive,0.3309589723781507
21,convict,convictism,0.4858904653100637
21,convict,convicting,0.5029938049221444
21,convict,convictics,0.3951343337502337
21,convict,convicteds,0.4627445663513757
21,conditioning,conditionability,0.2669470947694805
21,conditioning,conditioned,0.382657160447408
21,conditioning,conditioner,0.4050779000820768
21,conditioning,conditiones,0.0448556258543482
21,conditioning,conditionly,0.2107313867817307
21,conditioning,conditionor,0.1618525813724917
21,conditioning,conditionative,0.2335470685186442
21,conditioning,conditionerity,0.2396881235921643
21,conditioning,conditionities,0.2335470685186442
21,conditioning,conditionnally,0.1555397374203749
21,conditioning,condition,0.2342699080866646
21,conditioning,conditionable,0.2327341221669367
21,conditioning,conditioneers,0.2836126677044199
21,conditioning,conditionisms,0.2335470685186442
21,conditioning,conditionings,0.2847251910482342
21,conditioning,conditionized,0.2335470685186442
21,conditioning,conditionment,0.2107313867817307
21,conditioning,conditionners,0.1798004860306341
21,conditioning,conditionnals,0.1945434029695096
21,conditioning,conditionning,0.2829646605895076
21,conditioning,conditioneritys,0.2335470685186442
21,conditioning,conditionnal,-0.0385924240602381
21,conditioning,conditionned,0.2434446729482272
21,conditioning,conditionner,0.2034723987972719
21,conditioning,conditionion,0.2430259722604438
21,conditioning,conditionism,0.2836126677044199
21,conditioning,conditionize,0.2335470685186442
21,conditioning,conditionial,0.2107313867817307
21,conditioning,conditioneer,0.1212658859285157
21,conditioning,conditioneds,0.2335470685186442
21,conditioning,conditioners,0.3972873905350821
22,sichuan,sichuans,0.4785041457961285
22,university,universitiers,0.157030716787705
22,university,universityity,0.157030716787705
22,university,universitier,0.1083195148228942
22,university,universities,0.3791454219442177
22,university,universitied,0.0996498484395975
22,university,universityor,0.1397760614445225
22,university,universityes,0.0855038330859808
22,university,universityal,0.1619939532657888
22,university,universitys,0.2149132170925576
23,battle,battlementing,0.1763569217400571
23,battle,battleing,0.226714913946574
23,battle,battleers,0.224101361856134
23,battle,battlizer,0.1616468441271704
23,battle,battlized,0.2038644577831499
23,battle,battlings,0.2027247897516166
23,battle,battlions,0.219962932879839
23,battle,battled,0.2965770698670347
23,battle,battles,0.4219105494635169
23,battle,battler,0.2418638783299986
23,battle,battly,0.1704486688701051
23,battle,battlation,0.2295512987463561
23,battle,battleable,0.224101361856134
23,battle,battleizer,0.1763569217400571
23,battle,battleized,0.224101361856134
23,battle,battlement,0.1271847553522662
23,battle,battleness,0.1763569217400571
23,battle,battlizers,0.1763569217400571
23,battle,battlion,0.1970625506052275
23,battle,battling,0.3118734601658234
23,battle,battlies,0.2003596669932178
23,battle,battlers,0.2726364312344306
23,battle,battleed,0.1763569217400571
23,battle,battleal,0.224101361856134
23,battle,battlize,0.1989128929415393
23,city,citically,0.1118572911839147
23,city,citicisms,0.0560549806086056
23,city,citys,0.1632272939695116
23,city,citic,0.1112736792488034
23,city,citicism,0.0685890596192551
23,city,citiness,0.123512614358562
23,city,cityness,0.1470130198330033
23,city,citiers,0.1203833709154978
23,city,citical,0.0483295001459862
23,city,cityers,0.0766843126294977
